721,950,795,949,795,969,721,970
1038,876,1085,877,1085,889,1038,889
4,752,35,753,35,766,4,766
73,1132,118,1133,118,1145,73,1144
1045,1157,1087,1155,1087,1172,1046,1174
126,731,163,731,162,743,126,743
1196,642,1228,642,1227,655,1196,655
747,561,778,562,778,573,747,572
983,1436,1030,1435,1030,1446,983,1446
1041,57,1080,57,1080,66,1041,67
535,636,591,636,591,652,535,653
29,560,60,561,59,574,29,573
167,730,202,729,202,743,168,744
301,730,369,730,369,744,301,744
13,1460,43,1458,44,1474,14,1476
3,1576,40,1576,40,1592,3,1592
127,1459,177,1457,178,1473,128,1475
278,1183,308,1184,308,1195,277,1195
278,312,307,313,307,324,278,324
444,561,470,562,470,574,444,573
350,877,400,878,400,889,349,888
4,706,39,706,39,722,4,721
14,637,41,636,42,653,14,653
560,1434,594,1434,594,1446,560,1445
148,928,206,929,206,941,148,940
4,1623,41,1624,40,1636,4,1636
371,1434,401,1434,401,1446,371,1445
257,1037,301,1037,301,1054,257,1054
446,1435,472,1436,472,1448,446,1447
596,1435,639,1434,639,1446,596,1446
271,754,298,753,299,765,271,766
405,2,454,3,453,15,405,14
788,1132,833,1132,833,1144,788,1145
1006,1458,1037,1456,1038,1475,1007,1476
183,980,217,979,217,991,183,992
195,543,225,543,225,556,195,556
398,167,427,166,428,181,399,182
231,1073,259,1072,259,1088,232,1088
182,107,221,106,221,118,182,119
261,670,300,670,300,687,261,687
779,2,819,3,819,16,779,15
27,261,67,261,67,273,27,273
216,133,262,132,263,147,216,148
794,981,831,980,831,992,794,992
98,1184,127,1184,127,1195,97,1195
705,1081,745,1081,745,1093,705,1092
307,1184,340,1184,340,1194,308,1195
1184,1435,1217,1434,1218,1445,1184,1446
203,561,246,561,247,573,203,574
825,912,870,910,871,921,825,923
127,586,171,584,171,600,128,602
1132,1183,1160,1184,1160,1195,1131,1194
97,312,126,313,126,325,97,324
230,201,260,200,261,216,230,217
704,209,744,208,744,220,704,221
422,585,452,583,453,600,423,602
778,1436,820,1436,820,1447,778,1448
773,877,837,877,837,889,773,889
997,209,1050,208,1050,221,997,221
859,878,890,878,890,889,859,888
223,434,254,434,254,451,223,452
825,561,849,562,848,573,824,572
1047,3,1078,3,1078,17,1047,17
310,4,347,3,347,13,310,14
1050,1003,1080,1002,1080,1019,1050,1020
422,1459,453,1458,454,1474,423,1475
703,927,748,928,748,941,703,940
1195,1515,1227,1515,1226,1528,1195,1527
1129,1105,1157,1104,1157,1121,1129,1122
45,1576,75,1576,75,1590,45,1590
94,1417,145,1417,145,1429,94,1430
130,637,170,636,170,652,130,652
964,1355,989,1355,989,1368,964,1367
605,585,633,584,633,600,606,602
185,637,210,636,211,652,186,653
496,824,524,824,524,837,496,836
142,754,178,754,178,766,142,766
782,562,818,561,818,573,782,574
983,910,1021,911,1021,924,983,923
394,1268,428,1266,429,1284,395,1286
1084,877,1129,877,1129,889,1084,888
698,901,727,902,727,913,698,912
1168,878,1195,877,1196,888,1169,889
1051,131,1084,130,1085,146,1052,147
866,1255,901,1256,900,1267,865,1266
838,895,868,895,868,906,838,906
818,635,846,636,845,653,817,652
639,561,660,562,660,573,639,572
429,1509,454,1508,455,1525,430,1526
672,902,700,902,699,913,671,913
946,1545,986,1546,986,1560,946,1559
949,1434,985,1434,985,1446,949,1446
96,108,132,108,132,118,96,117
748,1435,777,1434,778,1445,748,1445
224,1308,255,1308,255,1324,224,1324
156,561,184,561,184,573,156,573
800,79,838,78,838,95,801,95
1129,895,1158,895,1158,906,1129,906
1029,1435,1053,1437,1052,1448,1028,1447
993,107,1028,108,1028,119,992,118
51,1600,92,1600,92,1615,51,1615
778,1241,802,1241,802,1252,778,1251
61,79,88,79,89,94,62,95
827,426,862,427,862,438,827,437
27,1434,66,1434,66,1446,27,1446
380,730,414,730,413,745,380,744
1050,1080,1078,1081,1077,1094,1049,1093
755,261,783,261,783,273,755,273
603,1459,633,1457,634,1474,604,1475
922,1574,960,1574,960,1587,922,1587
951,911,983,911,984,923,951,923
1104,1183,1131,1184,1130,1195,1103,1194
1079,895,1129,893,1129,905,1079,907
63,952,89,951,90,967,63,968
405,562,439,562,439,573,405,574
203,1436,247,1435,247,1446,203,1447
121,1625,166,1623,167,1635,121,1636
605,1511,634,1510,635,1526,606,1527
825,1434,851,1435,851,1447,824,1446
983,895,1024,894,1025,905,983,907
537,825,569,824,569,836,537,837
233,979,265,980,265,992,233,991
738,1300,766,1300,766,1311,737,1311
1027,561,1051,562,1050,574,1026,573
991,928,1036,928,1036,940,991,940
195,1417,224,1416,224,1427,196,1428
424,635,454,635,454,652,424,653
949,560,981,561,981,573,949,573
572,824,608,824,608,837,572,837
803,1031,827,1030,827,1042,803,1042
803,159,824,159,824,171,803,171
1057,262,1083,262,1083,274,1057,273
613,825,657,824,658,837,613,838
146,544,172,544,172,557,147,557
751,877,780,878,779,889,750,888
217,1003,260,1003,260,1020,217,1020
782,263,833,262,834,274,783,275
778,313,809,313,808,325,778,324
1103,313,1130,313,1129,324,1103,323
169,543,199,542,199,555,169,555
1056,1132,1087,1133,1087,1145,1056,1144
13,1511,41,1511,41,1526,13,1527
363,902,390,900,391,917,364,919
1009,636,1034,635,1035,653,1009,654
836,28,865,27,866,39,836,40
44,705,73,705,73,720,45,720
795,911,823,911,823,922,794,921
260,1541,303,1541,303,1559,260,1559
640,902,661,903,661,914,640,913
1131,234,1156,234,1157,248,1131,249
172,1416,195,1416,195,1427,172,1427
806,895,834,894,834,906,806,906
1084,110,1107,109,1107,120,1085,120
739,426,765,427,765,438,738,437
475,561,496,562,496,573,475,572
237,107,265,106,265,118,237,118
746,928,775,929,775,942,746,941
671,28,699,27,700,38,671,39
798,1241,831,1241,831,1252,797,1252
682,825,709,825,709,837,682,837
966,310,989,311,988,324,965,323
794,210,815,209,815,222,794,222
208,978,238,978,238,991,209,991
802,1104,831,1103,832,1120,803,1120
606,636,632,636,632,654,607,654
799,182,835,181,835,198,799,198
149,1417,170,1415,171,1429,149,1430
122,1184,156,1185,156,1195,121,1194
475,1434,499,1435,499,1446,475,1445
122,313,156,314,155,325,122,324
402,1436,440,1437,440,1447,402,1447
638,1435,662,1436,661,1447,638,1446
792,1081,818,1082,817,1093,791,1093
1110,1433,1131,1434,1131,1446,1110,1446
776,384,805,385,805,395,776,394
1109,560,1130,560,1130,573,1109,573
703,980,742,979,743,991,703,992
96,730,121,731,121,744,95,743
171,1625,191,1625,191,1635,171,1636
753,1132,782,1132,782,1144,753,1144
778,928,814,929,814,940,778,940
779,1183,808,1184,808,1195,778,1195
255,166,307,165,307,182,255,182
597,561,636,561,636,573,597,574
1105,3,1130,2,1131,15,1106,16
160,1184,184,1184,183,1195,160,1194
963,674,987,674,987,687,964,687
824,159,850,159,849,171,823,170
1081,980,1106,980,1106,992,1081,992
964,1238,989,1240,988,1252,963,1251
1007,312,1034,312,1034,323,1007,323
609,27,639,27,639,40,608,39
996,56,1033,56,1033,67,996,67
855,561,875,562,874,573,855,572
825,1030,849,1031,849,1042,825,1042
963,483,987,482,988,494,963,494
1084,929,1109,929,1110,941,1084,941
655,825,680,825,680,837,655,837
797,951,833,950,833,968,798,969
157,313,183,313,183,324,157,324
1082,4,1104,3,1104,15,1083,15
749,56,773,56,773,67,749,67
948,877,982,879,982,890,947,888
701,27,726,27,726,38,701,38
819,1509,846,1509,846,1526,819,1527
466,823,491,823,491,836,466,836
1147,877,1174,877,1173,889,1147,888
801,1055,832,1054,832,1070,802,1070
868,894,904,894,904,905,868,905
1051,159,1076,159,1076,172,1051,172
939,675,971,675,971,687,939,687
704,107,738,107,738,118,704,118
964,426,988,427,987,439,964,438
1044,894,1079,894,1079,906,1044,906
853,1436,875,1435,876,1445,854,1446
182,1435,206,1433,206,1444,182,1446
1046,209,1076,209,1076,221,1046,221
801,235,829,233,830,249,802,251
781,56,812,57,811,68,781,66
176,560,205,559,206,572,176,573
1048,1029,1074,1029,1075,1042,1049,1042
1006,1184,1032,1185,1031,1195,1006,1194
1044,27,1072,28,1072,40,1044,40
