333,457,336,457,336,465,333,465,3
347,457,363,457,363,465,347,465,Social
364,457,384,457,384,465,364,465,security
385,457,402,457,402,465,385,465,wages
466,457,469,457,469,465,466,465,4
480,457,496,457,496,465,480,465,Social
497,457,517,457,517,465,497,465,security
519,457,526,457,526,465,519,465,tax
528,457,549,457,549,465,528,465,withheld
333,479,336,479,336,487,333,487,5
347,479,371,479,371,487,347,487,Medicare
372,479,389,479,389,487,372,487,wages
390,479,400,479,400,487,390,487,and
402,479,411,479,411,487,402,487,tips
466,479,469,479,469,487,466,487,6
480,479,504,479,504,487,480,487,Medicare
506,479,513,479,513,487,506,487,tax
515,479,536,479,536,487,515,487,withheld
333,500,336,500,336,508,333,508,7
347,500,363,500,363,508,347,508,Social
364,500,384,500,384,508,364,508,security
385,500,394,500,394,508,385,508,tips
466,500,469,500,469,508,466,508,8
480,500,504,500,504,508,480,508,Allocated
506,500,514,500,514,508,506,508,tips
27,522,31,522,31,530,27,530,d
35,522,54,522,54,530,35,530,Control
55,522,75,522,75,530,55,530,number
333,522,336,522,336,530,333,530,9
347,522,370,522,370,530,347,530,Advance
371,522,381,522,381,530,371,530,EIC
382,522,404,522,404,530,382,530,payment
463,522,469,522,469,530,463,530,10
480,522,509,522,509,530,480,530,Dependent
510,522,522,522,522,530,510,530,care
523,522,543,522,543,530,523,530,benefits
27,544,31,544,31,551,27,551,e
35,543,64,543,64,551,35,551,Employee's
66,543,75,543,75,551,66,551,first
77,543,91,543,91,551,77,551,name
93,543,102,543,102,551,93,551,and
104,543,117,543,117,551,104,551,initial
150,543,161,543,161,551,150,551,Last
162,543,177,543,177,551,162,551,name
330,544,336,544,336,551,330,551,11
347,543,379,543,379,551,347,551,Nonqualified
381,543,394,543,394,551,381,551,plans
463,544,473,544,473,551,463,551,12a
481,544,491,544,491,551,481,551,See
493,544,526,544,526,551,493,551,instructions
527,544,535,544,535,551,527,551,for
536,544,547,544,547,551,536,551,box
548,544,555,544,555,551,548,551,12
339,569,358,569,358,575,339,575,Statutory
379,569,402,569,402,575,379,575,Retirement
419,569,441,569,441,575,419,575,Third-party
463,569,473,569,473,577,463,577,12b
339,575,359,575,359,582,339,582,employee
379,575,388,575,388,582,379,582,plan
419,575,427,575,427,582,419,582,sick
428,575,436,575,436,582,428,582,pay
330,594,336,594,336,602,330,602,14
347,594,361,594,361,602,347,602,Other
363,594,374,594,374,602,363,602,(see
376,594,399,594,399,602,376,602,enclosed
401,594,417,594,417,602,401,602,Notice
418,594,423,594,423,602,418,602,to
425,594,452,594,452,602,425,602,Employee)
463,594,473,594,473,602,463,602,12c
463,619,473,619,473,627,463,627,12d
27,646,29,646,29,654,27,654,f
35,646,64,646,64,654,35,654,Employee's
66,646,87,646,87,654,66,654,address
88,646,98,646,98,654,88,654,and
99,646,108,646,108,654,99,654,ZIP
110,646,122,646,122,654,110,654,code
24,653,31,653,31,661,24,661,15
35,653,48,653,48,661,35,661,State
62,653,90,653,90,661,62,661,Employer's
92,653,104,653,104,661,92,661,state
106,653,111,653,111,661,106,661,ID
113,653,132,653,132,661,113,661,number
181,653,187,653,187,661,181,661,16
190,653,204,653,204,661,190,661,State
205,653,223,653,223,661,205,661,wages,
225,653,235,653,235,661,225,661,tips,
237,653,246,653,246,661,237,661,etc.
268,653,275,653,275,661,268,661,17
278,653,291,653,291,661,278,661,State
293,653,312,653,312,661,293,661,income
313,653,321,653,321,661,313,661,tax
354,653,360,653,360,661,354,661,18
363,653,377,653,377,661,363,661,Local
379,653,397,653,397,661,379,661,wages,
398,653,409,653,409,661,398,661,tips,
410,653,420,653,420,661,410,661,etc.
447,653,453,653,453,661,447,661,19
457,653,470,653,470,661,457,661,Local
472,653,490,653,490,661,472,661,income
492,653,500,653,500,661,492,661,tax
532,653,539,653,539,661,532,661,20
542,653,561,653,561,661,542,661,Locality
563,653,577,653,577,661,563,661,name
85,696,113,696,113,710,85,710,Wage
116,696,135,696,135,710,116,710,and
137,696,155,696,155,710,137,710,Tax
420,699,456,699,456,709,420,709,Department
458,699,464,699,464,709,458,709,of
466,699,475,699,475,709,466,709,the
477,699,532,699,532,709,477,709,Treasury--Internal
534,699,561,699,561,709,534,709,Revenue
563,699,586,699,586,709,563,709,Service
85,709,136,709,136,723,85,723,Statement
24,722,42,722,42,732,24,732,Copy
44,722,50,722,50,732,44,732,C
52,722,64,722,64,732,52,732,For
66,722,115,722,115,732,66,732,EMPLOYEE'S
117,722,157,722,157,732,117,732,RECORDS.
24,731,40,731,40,741,24,741,(See
42,731,75,731,75,741,42,741,enclosed
77,731,100,731,100,741,77,741,Notice
102,731,109,731,109,741,102,741,to
111,731,151,731,151,741,111,741,Employee.)
24,713,39,713,39,722,24,722,Form
43,713,55,713,55,722,43,722,W-2
270,695,337,695,337,723,270,723,2010
446,711,462,711,462,721,446,721,Safe,
464,711,494,711,494,721,464,721,accurate,
446,720,466,720,466,729,446,729,FAST!
470,720,482,720,482,729,470,729,Use
30,685,42,685,42,696,30,696,CO
180,685,230,685,230,696,180,696,29750.61
502,608,521,608,521,619,502,619,999
365,414,376,414,376,422,365,422,This
378,414,406,414,406,422,378,422,information
408,414,412,414,412,422,408,422,is
413,414,427,414,427,422,413,422,being
429,414,453,414,453,422,429,422,furnished
454,414,459,414,459,422,454,422,to
461,414,469,414,469,422,461,422,the
470,414,489,414,489,422,470,422,Internal
491,414,514,414,514,422,491,422,Revenue
516,414,537,414,537,422,516,422,Service.
540,414,543,414,543,422,540,422,If
544,414,554,414,554,422,544,422,you
555,414,564,414,564,422,555,422,are
565,414,586,414,586,422,565,422,required
365,421,370,421,370,429,365,429,to
372,421,379,421,379,429,372,429,file
381,421,384,421,384,429,381,429,a
385,421,393,421,393,429,385,429,tax
395,421,411,421,411,429,395,429,return,
413,421,416,421,416,429,413,429,a
418,421,446,421,446,429,418,429,negligence
447,421,466,421,466,429,447,429,penalty
467,421,472,421,472,429,467,429,or
474,421,487,421,487,429,474,429,other
489,421,510,421,510,429,489,429,sanction
512,421,523,421,523,429,512,429,may
524,421,530,421,530,429,524,429,be
532,421,554,421,554,429,532,429,imposed
555,421,562,421,562,429,555,429,on
563,421,573,421,573,429,563,429,you
574,421,577,421,577,429,574,429,if
365,428,374,428,374,436,365,436,this
376,428,394,428,394,436,376,436,income
396,428,400,428,400,436,396,436,is
402,428,420,428,420,436,402,436,taxable
422,428,432,428,432,436,422,436,and
433,428,442,428,442,436,433,436,you
444,428,451,428,451,436,444,436,fail
453,428,457,428,457,436,453,436,to
459,428,474,428,474,436,459,436,report
476,428,480,428,480,436,476,436,it.
353,557,372,557,372,569,353,569,210
51,482,76,482,76,494,51,494,2936
82,482,120,482,120,494,82,494,Howard
126,482,163,482,163,494,126,494,Radial
353,489,403,489,403,501,353,501,50518.06
532,688,564,688,564,695,532,695,Rodriguez
568,688,586,688,586,695,568,695,Trail
353,685,397,685,397,696,353,696,57464.5
446,685,490,685,490,696,446,696,9061.93
502,632,521,632,521,644,502,644,381
446,663,490,663,490,675,446,675,6842.08
353,510,403,510,403,522,353,522,67588.01
51,596,79,596,79,609,51,609,West
86,596,142,596,142,609,86,609,Erinfort
156,596,170,596,170,609,156,609,WY
198,596,267,596,267,609,198,609,45881-3334
483,608,489,608,489,619,483,619,D
268,685,305,685,305,696,268,696,2279.5
83,685,145,685,145,696,83,696,239-95-269
30,663,42,663,42,675,30,675,DC
180,663,230,663,230,675,180,675,28287.19
268,663,311,663,311,675,268,675,1608.75
353,663,403,663,403,675,353,675,44590.58
83,663,145,663,145,675,83,675,786-41-049
532,665,557,665,557,674,532,674,Rocha
561,665,586,665,586,674,561,674,Wells
483,632,489,632,489,644,483,644,G
483,557,489,557,489,569,483,569,G
502,557,527,557,527,569,502,569,8500
51,563,86,563,86,576,51,576,April
107,563,156,563,156,576,107,576,Hensley
330,569,336,569,336,577,330,577,13
51,580,86,580,86,593,51,593,31403
93,580,128,580,128,593,93,593,David
135,580,184,580,184,593,135,593,Circles
191,580,225,580,225,593,191,593,Suite
232,580,253,580,253,593,232,593,863
502,581,521,581,521,593,502,593,489
382,580,387,580,387,593,382,593,x
422,580,427,580,427,593,422,593,x
473,446,523,446,523,458,473,458,16606.17
51,467,151,467,151,479,51,479,Richardson-Brown
157,467,176,467,176,479,157,479,PLC
353,467,403,467,403,479,353,479,67588.01
473,467,516,467,516,479,473,479,5170.48
502,510,552,510,552,522,502,522,50518.06
51,532,95,532,95,544,51,544,4741345
502,532,521,532,521,544,502,544,238
502,489,546,489,546,501,502,501,1465.02
51,496,76,496,76,508,51,508,West
82,496,126,496,126,508,82,508,Raymond
138,496,151,496,151,508,138,508,NV
170,496,232,496,232,508,170,508,44735-6958
24,343,39,343,39,351,24,351,Form
43,343,55,343,55,351,43,351,W-2
270,323,337,323,337,352,270,352,2010
30,312,42,312,42,324,30,324,CO
180,312,230,312,230,324,180,324,29750.61
268,312,305,312,305,324,268,324,2279.5
83,312,145,312,145,324,83,324,239-95-269
353,312,397,312,397,324,353,324,57464.5
51,446,114,446,114,458,51,458,37-2766773
353,446,403,446,403,458,353,458,55151.93
502,260,521,260,521,272,502,272,381
532,293,557,293,557,302,532,302,Rocha
561,293,586,293,586,302,561,302,Wells
83,291,145,291,145,303,83,303,786-41-049
446,312,490,312,490,324,446,324,9061.93
532,316,564,316,564,323,532,323,Rodriguez
568,316,586,316,586,323,568,323,Trail
180,291,230,291,230,303,180,303,28287.19
268,291,311,291,311,303,268,303,1608.75
353,291,403,291,403,303,353,303,44590.58
446,291,490,291,490,303,446,303,6842.08
47,40,95,40,95,53,47,53,REISSUED
42,52,99,52,99,65,42,65,STATEMENT
166,51,234,51,234,63,166,63,077-49-4905
353,185,372,185,372,197,353,197,210
483,185,489,185,489,197,483,197,G
502,185,527,185,527,197,502,197,8500
353,117,403,117,403,129,353,129,50518.06
502,117,546,117,546,129,502,129,1465.02
330,197,336,197,336,205,330,205,13
51,208,86,208,86,221,51,221,31403
93,208,128,208,128,221,93,221,David
135,208,184,208,184,221,135,221,Circles
191,208,225,208,225,221,191,221,Suite
232,208,253,208,253,221,232,221,863
502,209,521,209,521,221,502,221,489
382,208,387,208,387,221,382,221,x
422,208,427,208,427,221,422,221,x
353,139,403,139,403,150,353,150,67588.01
502,139,552,139,552,150,502,150,50518.06
47,413,95,413,95,426,47,426,REISSUED
42,424,99,424,99,437,42,437,STATEMENT
166,424,234,424,234,436,166,436,077-49-4905
51,73,114,73,114,85,51,85,37-2766773
51,110,76,110,76,122,51,122,2936
82,110,120,110,120,122,82,122,Howard
126,110,163,110,163,122,126,122,Radial
51,160,95,160,95,172,51,172,4741345
51,191,86,191,86,204,51,204,April
107,191,156,191,156,204,107,204,Hensley
51,224,79,224,79,237,51,237,West
86,224,142,224,142,237,86,237,Erinfort
156,224,170,224,170,237,156,237,WY
198,224,267,224,267,237,198,237,45881-3334
30,291,42,291,42,303,30,303,DC
51,124,76,124,76,136,51,136,West
82,124,126,124,126,136,82,136,Raymond
138,124,151,124,151,136,138,136,NV
170,124,232,124,232,136,170,136,44735-6958
241,392,250,392,250,400,241,400,Cut
252,392,266,392,266,400,252,400,here.
270,392,285,392,285,400,270,400,Keep
287,392,301,392,301,400,287,400,lower
303,392,322,392,322,400,303,400,portion
324,392,331,392,331,400,324,400,for
333,392,345,392,345,400,333,400,your
347,392,370,392,370,400,347,400,records.
353,73,403,73,403,85,353,85,55151.93
473,73,523,73,523,85,473,85,16606.17
51,95,151,95,151,107,51,107,Richardson-Brown
157,95,176,95,176,107,157,107,PLC
353,95,403,95,403,107,353,107,67588.01
473,95,516,95,516,107,473,107,5170.48
502,160,521,160,521,172,502,172,238
483,236,489,236,489,247,483,247,D
502,236,521,236,521,247,502,247,999
483,260,489,260,489,272,483,272,G
